,0,1,2,3,4,5,6,7
0,-0.317215,-0.756519,0.000179,0.000294,0.0,0.0,0.0,0.0
1,0.523869,0.567026,-0.000233,-0.000215,0.0,0.0,0.0,0.0
2,0.398768,-0.564807,-0.000193,0.000245,0.0,0.0,0.0,0.0
3,-0.667473,-0.009181,0.000221,7.2e-05,0.0,0.0,0.0,0.0
4,0.260144,-0.547516,-0.00018,6.3e-05,0.0,0.0,0.0,0.0
5,-0.398249,0.463995,0.000158,8.1e-05,0.0,0.0,0.0,0.0
6,-0.034437,-0.58027,-0.000198,-4.4e-05,0.0,0.0,0.0,0.0
7,-0.020343,0.592254,0.000167,0.00018,0.0,0.0,0.0,0.0
8,-0.437158,-0.408558,-0.000245,-0.000127,0.0,0.0,0.0,0.0
9,-0.600917,0.086653,-0.000285,-1.5e-05,0.0,0.0,0.0,0.0
10,0.571121,-0.029001,0.000301,0.000151,0.0,0.0,0.0,0.0
11,-0.209715,-0.548942,0.000211,-0.000338,0.0,0.0,0.0,0.0
12,-0.202741,-0.536517,0.000297,-0.000274,0.0,0.0,0.0,0.0
13,-0.169392,-0.53493,0.000442,-0.0002,0.0,0.0,0.0,0.0
14,-0.050071,-0.526671,0.000491,9.4e-05,0.0,0.0,0.0,0.0
15,-0.46038,0.220291,4.2e-05,-0.000482,0.0,0.0,0.0,0.0
16,0.397908,-0.212632,-0.000236,0.000456,0.0,0.0,0.0,0.0
17,0.069527,-0.467525,7.1e-05,0.000422,0.0,0.0,0.0,0.0
18,-0.464112,0.117084,0.000442,-9.8e-05,0.0,0.0,0.0,0.0
19,-0.360622,-0.330652,0.000141,0.000451,0.0,0.0,0.0,0.0
20,0.241241,0.35796,0.000103,-0.000471,0.0,0.0,0.0,0.0
21,-0.315,-0.436566,-0.000299,0.000429,0.0,0.0,0.0,0.0
22,-0.070829,-0.551661,-0.000484,5.8e-05,0.0,0.0,0.0,0.0
23,0.041712,-0.57575,-0.000401,-0.000203,0.0,0.0,0.0,0.0
24,0.499642,-0.234383,0.000134,-0.000356,0.0,0.0,0.0,0.0
25,0.549885,-0.14341,0.000348,-0.00021,0.0,0.0,0.0,0.0
26,-0.334704,0.510285,-0.000253,0.000384,0.0,0.0,0.0,0.0
27,0.225117,0.534269,-6.8e-05,0.000442,0.0,0.0,0.0,0.0
28,-0.301914,-0.628315,0.000358,-0.000404,0.0,0.0,0.0,0.0
29,-0.176652,-0.674645,0.00062,-0.000162,0.0,0.0,0.0,0.0
30,0.583124,0.045749,-0.00037,0.000654,0.0,0.0,0.0,0.0
31,-0.429478,0.457919,-0.000254,-0.000865,0.0,0.0,0.0,0.0
32,0.083306,0.562257,-0.000698,-0.000725,0.0,0.0,0.0,0.0
33,-0.442722,0.44437,0.000462,-0.001038,0.0,0.0,0.0,0.0
34,-0.703382,-0.113087,0.001099,7.3e-05,0.0,0.0,0.0,0.0
35,-0.540769,0.40601,0.000802,-0.000497,0.0,0.0,0.0,0.0
36,-0.379523,-0.691711,-1.8e-05,0.00071,0.0,0.0,0.0,0.0
37,0.328496,0.568959,0.000185,-0.000472,0.0,0.0,0.0,0.0
38,-0.28779,-0.807134,-0.000294,0.000121,0.0,0.0,0.0,0.0
39,0.281713,0.641994,0.000178,0.000105,0.0,0.0,0.0,0.0
40,0.377255,-0.732905,0.000185,-0.000194,0.0,0.0,0.0,0.0
41,0.518366,-0.595575,0.000417,1.6e-05,0.0,0.0,0.0,0.0
42,-0.810145,-0.061999,-0.000292,-0.000392,0.0,0.0,0.0,0.0
43,0.632183,-0.13101,0.000194,0.000531,0.0,0.0,0.0,0.0
44,-0.39904,0.458707,-0.000519,-0.000257,0.0,0.0,0.0,0.0
45,0.157784,-0.62399,0.00047,0.000394,0.0,0.0,0.0,0.0
46,-0.440118,-0.478627,0.00055,-0.000253,0.0,0.0,0.0,0.0
47,0.307775,-0.434126,0.000142,0.000456,0.0,0.0,0.0,0.0
48,0.299299,-0.42613,6.3e-05,0.000312,0.0,0.0,0.0,0.0
49,0.24824,-0.48532,0.000202,0.000161,0.0,0.0,0.0,0.0
50,0.059304,0.409879,-0.000385,0.000196,0.0,0.0,0.0,0.0
51,0.468263,0.038718,4.9e-05,0.000386,0.0,0.0,0.0,0.0
52,-0.652338,-0.164382,-4.1e-05,-0.000426,0.0,0.0,0.0,0.0
