,0,1,2,3,4,5,6,7
53,0.515325,0.076462,-0.000164,0.000437,0.0,0.0,0.0,0.0
54,-0.541904,0.292808,-0.000169,-0.000355,0.0,0.0,0.0,0.0
55,-0.256379,-0.710014,0.000319,7e-05,0.0,0.0,0.0,0.0
56,0.427798,-0.447745,-9.8e-05,0.000311,0.0,0.0,0.0,0.0
57,0.365172,-0.466045,-0.000135,0.00025,0.0,0.0,0.0,0.0
58,0.26807,-0.500038,-0.000123,0.00021,0.0,0.0,0.0,0.0
59,0.336914,-0.33225,-0.000221,-4.6e-05,0.0,0.0,0.0,0.0
60,-0.375849,0.132868,0.00011,5e-05,0.0,0.0,0.0,0.0
61,0.32523,-0.152265,-2.9e-05,-0.000185,0.0,0.0,0.0,0.0
62,-0.331675,0.128866,-1.3e-05,0.000107,0.0,0.0,0.0,0.0
63,0.321481,-0.115246,0.000113,3.2e-05,0.0,0.0,0.0,0.0
64,-0.229472,-0.545206,2.8e-05,-8.7e-05,0.0,0.0,0.0,0.0
65,-0.513476,-0.246597,8e-06,-8.4e-05,0.0,0.0,0.0,0.0
66,-0.55097,-0.245224,6.9e-05,-0.00013,0.0,0.0,0.0,0.0
67,-0.382813,0.237478,1.3e-05,-0.00012,0.0,0.0,0.0,0.0
68,-0.518189,0.113614,0.000183,-7.2e-05,0.0,0.0,0.0,0.0
69,-0.012066,0.343883,0.000129,-0.000169,0.0,0.0,0.0,0.0
70,0.400341,0.024608,-5.4e-05,-0.000297,0.0,0.0,0.0,0.0
71,-0.487183,0.012791,0.000234,0.000281,0.0,0.0,0.0,0.0
72,0.293594,-0.436303,-0.000211,-0.000355,0.0,0.0,0.0,0.0
73,-0.188582,-0.571093,-0.00042,-4.5e-05,0.0,0.0,0.0,0.0
74,0.21235,-0.026324,0.000367,-2.7e-05,0.0,0.0,0.0,0.0
75,0.036101,0.075498,0.000152,0.000303,0.0,0.0,0.0,0.0
76,-0.416049,0.146479,-0.000489,0.000403,0.0,0.0,0.0,0.0
77,-0.641629,-0.313715,-0.000401,-0.000307,0.0,0.0,0.0,0.0
78,0.283879,-0.847025,0.000414,-2.6e-05,0.0,0.0,0.0,0.0
79,0.724386,-0.344585,0.000127,0.000303,0.0,0.0,0.0,0.0
80,-0.6778,0.36876,-0.000153,-0.000258,0.0,0.0,0.0,0.0
81,0.286595,0.625544,-0.000142,8e-06,0.0,0.0,0.0,0.0
82,-0.354137,-1.260686,5.2e-05,6.1e-05,0.0,0.0,0.0,0.0
83,-0.28197,-1.266185,3e-05,-3.5e-05,0.0,0.0,0.0,0.0
84,-0.952087,-0.453228,-0.000108,4.5e-05,0.0,0.0,0.0,0.0
85,-0.544315,0.281594,-1.2e-05,0.000108,0.0,0.0,0.0,0.0
86,-0.505368,0.080763,-8.4e-05,6.8e-05,0.0,0.0,0.0,0.0
87,0.401831,-0.271714,2.1e-05,3.4e-05,0.0,0.0,0.0,0.0
88,0.277843,-0.326344,-9.1e-05,6e-05,0.0,0.0,0.0,0.0
89,-0.172803,-0.581454,4.2e-05,4.8e-05,0.0,0.0,0.0,0.0
90,-0.036602,-0.625197,-7e-05,0.000148,0.0,0.0,0.0,0.0
91,-0.309464,-0.473299,6.5e-05,0.000198,0.0,0.0,0.0,0.0
92,-0.063135,-0.073594,0.000144,-0.000114,0.0,0.0,0.0,0.0
93,-0.366411,-0.2512,6.2e-05,0.000103,0.0,0.0,0.0,0.0
94,0.047702,-0.033521,1.6e-05,-3.2e-05,0.0,0.0,0.0,0.0
95,0.157925,-0.062806,-1.4e-05,-5.8e-05,0.0,0.0,0.0,0.0
96,0.315702,-0.218782,0.000169,8.3e-05,0.0,0.0,0.0,0.0
97,-0.40523,-0.400008,-0.000116,7e-06,0.0,0.0,0.0,0.0
98,0.356296,-0.423994,9e-05,-6e-06,0.0,0.0,0.0,0.0
99,-0.059659,-0.806329,1.2e-05,0.000151,0.0,0.0,0.0,0.0
100,0.033804,-0.758079,-0.000101,0.00035,0.0,0.0,0.0,0.0
