,0,1,2,3,4,5,6,7
29,-0.001495,-0.113241,0.000492,-0.000497,0.0,0.0,0.0,0.0
30,-0.072732,-0.132022,-0.000107,-0.000849,0.0,0.0,0.0,0.0
31,-0.040861,-0.141933,0.000164,-0.000888,0.0,0.0,0.0,0.0
32,-0.106411,0.022277,-0.000638,0.000721,0.0,0.0,0.0,0.0
33,-0.06666,-0.146436,-0.000119,-0.001016,0.0,0.0,0.0,0.0
34,0.014192,0.001935,0.000798,0.0006,0.0,0.0,0.0,0.0
35,-0.069214,-0.14274,-0.000385,-0.000765,0.0,0.0,0.0,0.0
36,0.012726,-0.099144,0.000419,-0.000501,0.0,0.0,0.0,0.0
37,-0.125626,-0.063086,-0.000482,0.000266,0.0,0.0,0.0,0.0
38,0.004338,-0.090241,0.000266,-0.000252,0.0,0.0,0.0,0.0
39,-0.088937,-0.129999,-0.000191,-0.000237,0.0,0.0,0.0,0.0
40,-0.118987,-0.040248,-0.000315,0.000156,0.0,0.0,0.0,0.0
41,-0.014636,-0.134227,0.00029,-0.000245,0.0,0.0,0.0,0.0
42,0.014493,-0.060776,0.000486,0.000219,0.0,0.0,0.0,0.0
43,-0.065695,-0.166229,1e-05,-0.000469,0.0,0.0,0.0,0.0
44,-0.106368,-0.0091,-0.000265,0.000471,0.0,0.0,0.0,0.0
45,0.016985,-0.072862,0.000473,0.000103,0.0,0.0,0.0,0.0
46,-0.141677,-0.121626,-0.000522,-9.4e-05,0.0,0.0,0.0,0.0
47,-0.052155,-0.015291,0.000244,0.00037,0.0,0.0,0.0,0.0
48,-0.053384,-0.162124,-0.000208,-0.000126,0.0,0.0,0.0,0.0
49,-0.004568,-0.097961,-7.1e-05,-0.000197,0.0,0.0,0.0,0.0
50,-0.117112,-0.073034,0.000302,5.6e-05,0.0,0.0,0.0,0.0
51,-0.019995,-0.101692,-0.000336,5e-05,0.0,0.0,0.0,0.0
52,-0.034922,-0.132498,-0.000172,0.000295,0.0,0.0,0.0,0.0
53,-0.082775,-0.147779,0.000349,9.8e-05,0.0,0.0,0.0,0.0
54,-0.038546,-0.080101,-0.000346,0.000162,0.0,0.0,0.0,0.0
55,-0.035942,-0.155624,0.000266,0.00029,0.0,0.0,0.0,0.0
56,-0.088991,-0.068182,-0.000323,-0.000144,0.0,0.0,0.0,0.0
57,-0.048069,-0.064168,-0.000285,9.3e-05,0.0,0.0,0.0,0.0
58,-0.059852,-0.05961,-0.000243,-2e-05,0.0,0.0,0.0,0.0
59,-0.112158,-0.075955,-0.000162,-0.00011,0.0,0.0,0.0,0.0
60,-0.019749,-0.196624,5.9e-05,0.000139,0.0,0.0,0.0,0.0
61,0.003222,-0.122397,-8e-05,0.000167,0.0,0.0,0.0,0.0
62,-0.040727,-0.216094,5.2e-05,8.6e-05,0.0,0.0,0.0,0.0
63,-0.005511,-0.141792,-9.7e-05,0.000117,0.0,0.0,0.0,0.0
64,-0.01555,-0.181226,-6.4e-05,7.6e-05,0.0,0.0,0.0,0.0
65,-0.019438,-0.15685,-8.2e-05,4.2e-05,0.0,0.0,0.0,0.0
66,-0.078647,-0.125534,3.2e-05,-0.000117,0.0,0.0,0.0,0.0
67,-0.10241,-0.143511,0.00011,-9.1e-05,0.0,0.0,0.0,0.0
68,-0.088946,-0.23231,6.9e-05,0.000192,0.0,0.0,0.0,0.0
69,-0.12449,-0.163145,0.000232,-9.1e-05,0.0,0.0,0.0,0.0
70,-0.028112,-0.258228,-0.000101,0.000275,0.0,0.0,0.0,0.0
71,0.00667,-0.158348,-0.00036,-0.000128,0.0,0.0,0.0,0.0
72,-0.001549,-0.137755,-0.00034,-0.000167,0.0,0.0,0.0,0.0
73,-0.12209,-0.301835,0.000298,0.000253,0.0,0.0,0.0,0.0
74,-0.168982,-0.194243,0.000306,-0.000238,0.0,0.0,0.0,0.0
75,-0.102464,-0.122174,5e-06,-0.000348,0.0,0.0,0.0,0.0
76,-0.23702,-0.304044,0.000604,-6.9e-05,0.0,0.0,0.0,0.0
77,-0.237946,-0.179312,0.000346,-0.000385,0.0,0.0,0.0,0.0
78,0.036152,-0.427851,8e-06,0.0004,0.0,0.0,0.0,0.0
79,-0.202463,-0.132924,3.2e-05,-0.000285,0.0,0.0,0.0,0.0
80,-0.259515,-0.277156,0.000255,-6.8e-05,0.0,0.0,0.0,0.0
81,-0.014953,-0.077002,-9.6e-05,-0.000103,0.0,0.0,0.0,0.0
82,-0.123768,-0.078946,8e-06,-0.000114,0.0,0.0,0.0,0.0
83,-0.289323,-0.356639,1.3e-05,-0.0,0.0,0.0,0.0,0.0
84,0.178697,-0.419131,-2e-06,-1.9e-05,0.0,0.0,0.0,0.0
85,-0.235362,-0.512927,-7.1e-05,4e-05,0.0,0.0,0.0,0.0
86,0.147801,-0.517668,-1.5e-05,-6.2e-05,0.0,0.0,0.0,0.0
87,-0.047452,-0.611951,-7.4e-05,-0.000103,0.0,0.0,0.0,0.0
88,0.214259,-0.379717,0.000179,-6e-05,0.0,0.0,0.0,0.0
89,-0.243112,-0.228101,-0.00012,0.000226,0.0,0.0,0.0,0.0
90,0.172704,-0.471405,0.00011,-0.000239,0.0,0.0,0.0,0.0
91,0.057778,-0.583359,-0.000107,-0.000211,0.0,0.0,0.0,0.0
92,0.146811,-0.475321,-9e-06,-0.000225,0.0,0.0,0.0,0.0
93,-0.202668,-0.407176,-6e-06,0.00013,0.0,0.0,0.0,0.0
94,-0.100701,-0.572066,-1.2e-05,0.000115,0.0,0.0,0.0,0.0
95,0.035446,-0.3103,-3.5e-05,-2.1e-05,0.0,0.0,0.0,0.0
96,-0.091719,-0.569357,-1.6e-05,-0.000137,0.0,0.0,0.0,0.0
97,0.09935,-0.398083,4e-05,0.00014,0.0,0.0,0.0,0.0
98,-0.090558,-0.365802,-0.000114,8e-06,0.0,0.0,0.0,0.0
99,0.123041,-0.537483,6.3e-05,0.000184,0.0,0.0,0.0,0.0
100,-0.153354,-0.51269,0.000109,-0.000305,0.0,0.0,0.0,0.0
