,0,1,2,3,4,5,6,7
0,0.033617,0.050204,-0.000269,0.000127,0.0,0.0,0.0,0.0
1,0.011731,0.059516,-0.000354,7e-05,0.0,0.0,0.0,0.0
2,0.00117,0.055541,-0.000287,0.000119,0.0,0.0,0.0,0.0
3,-0.024768,-0.022704,0.000206,-0.000183,0.0,0.0,0.0,0.0
4,-0.025725,0.037959,-0.000263,-9e-06,0.0,0.0,0.0,0.0
5,-0.017148,0.032745,-0.000166,4.2e-05,0.0,0.0,0.0,0.0
6,-0.033335,0.013721,-0.000153,-0.000111,0.0,0.0,0.0,0.0
7,-0.033972,-0.004381,-5.3e-05,-0.000182,0.0,0.0,0.0,0.0
8,-0.035126,0.01922,-0.000199,2e-06,0.0,0.0,0.0,0.0
9,0.000529,0.025077,2e-06,0.000288,0.0,0.0,0.0,0.0
10,0.014576,0.013717,0.000141,0.00027,0.0,0.0,0.0,0.0
11,-0.041629,0.034265,-0.000352,0.000133,0.0,0.0,0.0,0.0
12,-0.057801,0.026071,-0.000407,7e-06,0.0,0.0,0.0,0.0
13,-0.072526,0.011074,-0.000518,-0.000145,0.0,0.0,0.0,0.0
14,0.00935,-0.052344,0.000588,-0.000151,0.0,0.0,0.0,0.0
15,-0.025326,-0.068684,0.000303,-0.000533,0.0,0.0,0.0,0.0
16,-0.004554,-0.06633,0.000407,-0.000418,0.0,0.0,0.0,0.0
17,-0.034682,-0.071806,0.000143,-0.000478,0.0,0.0,0.0,0.0
18,-0.082235,-0.012906,-0.000461,-6e-05,0.0,0.0,0.0,0.0
19,-0.042476,-0.068135,5.9e-05,-0.000461,0.0,0.0,0.0,0.0
20,-0.015692,-0.065988,0.000289,-0.00037,0.0,0.0,0.0,0.0
21,-0.072243,-0.003716,-0.000389,0.000211,0.0,0.0,0.0,0.0
22,-0.075563,-0.049802,-0.000389,-0.000251,0.0,0.0,0.0,0.0
23,-0.066873,0.002212,-0.000244,0.000359,0.0,0.0,0.0,0.0
24,-0.078849,-0.063354,-0.000361,-0.00021,0.0,0.0,0.0,0.0
25,0.009468,-0.023713,0.000425,8.6e-05,0.0,0.0,0.0,0.0
26,0.014054,-0.055431,0.000455,-0.000138,0.0,0.0,0.0,0.0
27,-0.111396,-0.05263,-0.000506,-0.000145,0.0,0.0,0.0,0.0
28,-0.113168,-0.008613,-0.000587,0.000217,0.0,0.0,0.0,0.0
